age,gender,interest_history,interest_mathematics,interest_physics,interest_computers,interest_economy,interest_medical,interest_law,interest_geography,interest_psychology,phobia_Flying,phobia_storm,phobia_darkness,phobia_heights,phobia_ageing,phobia_public_speaking
21.0,male,Neutral,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Agree,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,Very much afraid
19.0,female,Disagree,Strongly disagree,,Disagree,Strongly disagree,Agree,Disagree,Neutral,Agree,Slightly afraid,afraid,Very afraid,afraid,afraid,afraid
21.0,male,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Neutral,Strongly agree,Agree,Neutral,Not afraid,Not afraid,Not afraid,afraid,Not afraid,Slightly afraid
18.0,male,Agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Not afraid,Not afraid,Not afraid,Slightly afraid,afraid,Very afraid
20.0,male,Neutral,Agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Agree,Agree,Not afraid,Slightly afraid,Slightly afraid,afraid,Slightly afraid,afraid
19.0,male,Disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly disagree,Neutral,Neutral,Not afraid,Not afraid,Slightly afraid,afraid,Slightly afraid,Very afraid
22.0,female,Disagree,Neutral,Neutral,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Neutral,Slightly afraid,Not afraid,Slightly afraid,Not afraid,afraid,afraid
20.0,male,Agree,Disagree,Disagree,Neutral,Strongly disagree,Neutral,Disagree,Agree,Agree,afraid,Slightly afraid,Not afraid,Very afraid,Slightly afraid,Very afraid
25.0,male,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Very much afraid,Not afraid,afraid,afraid,Very much afraid,Not afraid
21.0,female,Strongly agree,Strongly disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Not afraid,afraid,Slightly afraid,afraid,Very afraid,afraid
24.0,male,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,Not afraid,Not afraid,Slightly afraid,Slightly afraid,afraid,afraid
19.0,female,Agree,Neutral,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Neutral,Strongly agree,Not afraid,Not afraid,Very much afraid,Not afraid,afraid,afraid
25.0,male,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Disagree,Not afraid,Not afraid,Not afraid,Very much afraid,Not afraid,Slightly afraid
26.0,male,Neutral,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Not afraid,Not afraid,Not afraid,Not afraid,Slightly afraid,Slightly afraid
15.0,female,Strongly disagree,Neutral,Disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,afraid,afraid,Slightly afraid,Not afraid,afraid,Very afraid
20.0,male,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Strongly agree,Agree,Slightly afraid,Slightly afraid,afraid,Very afraid,Slightly afraid,Slightly afraid
19.0,male,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Neutral,Not afraid,Not afraid,Not afraid,Slightly afraid,Not afraid,Slightly afraid
20.0,female,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Not afraid,Slightly afraid,Not afraid,Not afraid,Very much afraid,afraid
21.0,male,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Neutral,Strongly agree,Neutral,Not afraid,Not afraid,Not afraid,Slightly afraid,Not afraid,Slightly afraid
22.0,male,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Disagree,Strongly disagree,Disagree,Strongly agree,afraid,afraid,Slightly afraid,Very afraid,Slightly afraid,Very afraid
20.0,male,Neutral,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Slightly afraid,Not afraid,afraid,Slightly afraid,Very afraid,Very afraid
20.0,female,Neutral,Disagree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,afraid,Slightly afraid,Slightly afraid,Very afraid,Very afraid,Very afraid
21.0,female,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Strongly disagree,Neutral,Disagree,Not afraid,Not afraid,Slightly afraid,Slightly afraid,afraid,Not afraid
21.0,male,Neutral,Strongly disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,afraid,afraid,Very afraid,Very afraid,afraid,Very afraid
20.0,female,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Agree,Not afraid,Not afraid,Not afraid,Not afraid,Slightly afraid,Not afraid
19.0,female,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Disagree,Not afraid,Slightly afraid,Not afraid,Not afraid,Not afraid,afraid
19.0,male,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,Slightly afraid,Slightly afraid,Very afraid,afraid,afraid,Slightly afraid
20.0,male,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Agree,Not afraid,Not afraid,Not afraid,Not afraid,afraid,Not afraid
22.0,male,Strongly agree,Neutral,Neutral,Strongly agree,Disagree,Disagree,Neutral,Strongly agree,Agree,afraid,Not afraid,afraid,Slightly afraid,Very afraid,Very much afraid
21.0,male,Neutral,Agree,Disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Not afraid,Not afraid,Slightly afraid,afraid,Slightly afraid,Very afraid
26.0,male,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,,Neutral,Neutral,Strongly agree,Strongly disagree,Not afraid,Very much afraid,Very much afraid,Very much afraid,Very much afraid,
17.0,female,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Slightly afraid,Not afraid,Very afraid,Not afraid,Very afraid,afraid
22.0,male,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Slightly afraid,Not afraid,Not afraid,afraid,Not afraid,Not afraid
26.0,male,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,,Neutral,afraid,Not afraid,Slightly afraid,,Very much afraid,afraid
20.0,female,Agree,Neutral,Neutral,Neutral,Strongly disagree,Neutral,Strongly disagree,Neutral,Agree,Slightly afraid,Slightly afraid,Slightly afraid,Very afraid,Very much afraid,afraid
22.0,male,Strongly agree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Strongly agree,Slightly afraid,Slightly afraid,Very afraid,Slightly afraid,afraid,Slightly afraid
21.0,male,Agree,Agree,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid
23.0,male,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Not afraid,Not afraid,Not afraid,Not afraid,Slightly afraid,Slightly afraid
19.0,female,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Slightly afraid,afraid,Slightly afraid,Not afraid,Not afraid,afraid
20.0,male,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Strongly agree,Strongly agree,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid,Not afraid,Not afraid
21.0,female,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,afraid,Very much afraid,Not afraid,afraid,Very afraid,afraid
19.0,female,Disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Not afraid,Very much afraid,Not afraid,Not afraid,afraid,Slightly afraid
29.0,female,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Neutral,Neutral,Slightly afraid,afraid,afraid,Slightly afraid,Very afraid,afraid
22.0,female,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Slightly afraid,Not afraid,Not afraid,Not afraid,Not afraid,afraid
19.0,female,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Agree,Strongly disagree,afraid,afraid,Very afraid,Not afraid,,Very afraid
17.0,female,Agree,Neutral,Strongly disagree,Neutral,Neutral,Strongly disagree,Disagree,Disagree,Neutral,Not afraid,Not afraid,Slightly afraid,Slightly afraid,Slightly afraid,Very much afraid
16.0,female,Neutral,Strongly agree,Neutral,Agree,Neutral,Agree,Strongly disagree,Neutral,Neutral,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid,afraid,afraid
29.0,female,Neutral,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,afraid,Slightly afraid,Slightly afraid,Slightly afraid,afraid,Not afraid
18.0,female,Neutral,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Disagree,Disagree,Neutral,Slightly afraid,Not afraid,Slightly afraid,Not afraid,Very afraid,afraid
26.0,male,Neutral,Strongly disagree,Neutral,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neutral,afraid,Not afraid,Slightly afraid,Slightly afraid,afraid,afraid
19.0,male,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Neutral,Neutral,Neutral,Slightly afraid,Not afraid,Not afraid,Slightly afraid,Slightly afraid,Not afraid
19.0,male,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Neutral,Neutral,Strongly agree,Neutral,Not afraid,Slightly afraid,afraid,Very afraid,afraid,afraid
20.0,female,Agree,Strongly disagree,Strongly disagree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Slightly afraid,Slightly afraid,afraid,Slightly afraid,Slightly afraid,afraid
22.0,female,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Not afraid,Very afraid,Very afraid,Slightly afraid,Slightly afraid,Very afraid
20.0,male,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Not afraid,Very much afraid,Very much afraid,Very much afraid,afraid,Very afraid
21.0,male,Disagree,Strongly disagree,Disagree,Neutral,,Strongly disagree,Strongly disagree,Neutral,Disagree,afraid,Not afraid,Slightly afraid,Slightly afraid,afraid,afraid
21.0,male,Neutral,Strongly disagree,Neutral,Strongly agree,Neutral,Disagree,Disagree,Agree,Disagree,afraid,Not afraid,Slightly afraid,afraid,Not afraid,Very afraid
18.0,,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Very afraid,afraid,afraid,afraid,afraid,Not afraid
15.0,male,Disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Neutral,Strongly disagree,Neutral,Disagree,Not afraid,Not afraid,Slightly afraid,Slightly afraid,Slightly afraid,Not afraid
19.0,female,Disagree,Neutral,Disagree,Agree,Neutral,Strongly agree,Neutral,Strongly disagree,Disagree,Not afraid,Not afraid,Not afraid,Very afraid,Very afraid,Very much afraid
24.0,female,Strongly disagree,Agree,Neutral,Agree,Neutral,Strongly disagree,Strongly disagree,Disagree,Disagree,Slightly afraid,Not afraid,Not afraid,Not afraid,Slightly afraid,Very afraid
19.0,female,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Agree,afraid,Slightly afraid,Very afraid,Very much afraid,Not afraid,Very afraid
25.0,male,Strongly agree,Agree,Agree,Agree,Disagree,Neutral,Strongly agree,Neutral,Neutral,afraid,Slightly afraid,Not afraid,Slightly afraid,Slightly afraid,Not afraid
20.0,female,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Neutral,Strongly agree,Strongly agree,Disagree,Slightly afraid,afraid,afraid,Slightly afraid,Not afraid,afraid
19.0,female,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Neutral,Not afraid,Very much afraid,Very much afraid,Slightly afraid,Very afraid,Slightly afraid
21.0,male,Agree,Agree,Neutral,Strongly agree,Neutral,Disagree,Agree,Strongly agree,Agree,Very afraid,afraid,Not afraid,Very afraid,Not afraid,Very much afraid
23.0,male,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Very afraid,Very afraid,Very much afraid,Very much afraid,Very much afraid,Very much afraid
21.0,female,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Disagree,Neutral,Not afraid,Slightly afraid,Slightly afraid,Very much afraid,Very much afraid,Not afraid
20.0,male,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Agree,Neutral,Not afraid,Not afraid,Not afraid,Slightly afraid,Not afraid,afraid
20.0,female,Neutral,Neutral,Agree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Slightly afraid,Slightly afraid,Not afraid,Slightly afraid,Not afraid,afraid
18.0,female,Agree,Neutral,Neutral,Neutral,Disagree,Strongly agree,Agree,Strongly agree,Neutral,afraid,Slightly afraid,Slightly afraid,afraid,afraid,afraid
27.0,male,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,afraid,Not afraid,Not afraid,Not afraid,Very much afraid,Not afraid
17.0,female,Neutral,Neutral,Agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Neutral,Not afraid,Not afraid,Not afraid,afraid,afraid,Not afraid
19.0,female,Disagree,Disagree,Strongly disagree,Agree,Neutral,Strongly disagree,Disagree,Strongly agree,Neutral,afraid,afraid,Slightly afraid,Very afraid,afraid,Not afraid
18.0,male,Disagree,Disagree,Agree,Agree,Disagree,Strongly agree,Neutral,Neutral,Strongly disagree,Not afraid,Not afraid,Not afraid,afraid,Very afraid,Slightly afraid
26.0,male,Strongly agree,Strongly disagree,Disagree,Neutral,Neutral,Strongly disagree,Neutral,Strongly agree,Neutral,Not afraid,Not afraid,Not afraid,afraid,afraid,Not afraid
18.0,male,Neutral,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Neutral,Not afraid,afraid,Slightly afraid,Slightly afraid,Not afraid,afraid
30.0,male,Neutral,Agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Strongly agree,Agree,Not afraid,Slightly afraid,Not afraid,Not afraid,Not afraid,afraid
24.0,female,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Not afraid,Slightly afraid,Not afraid,Slightly afraid,afraid,Very much afraid
20.0,female,Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Strongly agree,Very afraid,Slightly afraid,Not afraid,afraid,Very much afraid,Slightly afraid
20.0,male,Disagree,Strongly disagree,Neutral,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,afraid,Not afraid,Slightly afraid,Not afraid,Slightly afraid,afraid
20.0,male,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Not afraid,Slightly afraid,Slightly afraid,Slightly afraid,Not afraid,Slightly afraid
25.0,,Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Very much afraid,Very much afraid,afraid,Very much afraid,Very much afraid,Very much afraid
19.0,female,Strongly agree,Neutral,Agree,Agree,Disagree,Agree,Neutral,Strongly agree,Agree,Not afraid,Not afraid,Not afraid,Slightly afraid,afraid,afraid
20.0,female,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,afraid,afraid,afraid,Very afraid,afraid,afraid
21.0,male,Disagree,Agree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Not afraid,Not afraid,Not afraid,Not afraid,afraid,Slightly afraid
19.0,female,Agree,Neutral,Strongly disagree,Disagree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Slightly afraid,afraid,afraid,Slightly afraid,afraid,Slightly afraid
19.0,female,Disagree,Disagree,Strongly disagree,Neutral,Agree,Agree,Agree,Agree,Agree,afraid,Slightly afraid,Not afraid,Slightly afraid,afraid,Slightly afraid
19.0,female,Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Disagree,Not afraid,Not afraid,Slightly afraid,Not afraid,Very much afraid,Very much afraid
18.0,female,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Neutral,Disagree,Strongly disagree,Agree,Slightly afraid,Not afraid,,Very afraid,Very much afraid,afraid
18.0,female,Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Slightly afraid,Not afraid,afraid,Not afraid,Not afraid,Very afraid
16.0,female,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Not afraid,Not afraid,Slightly afraid,Not afraid,Not afraid,Slightly afraid
19.0,female,Strongly agree,Neutral,Disagree,Neutral,Disagree,Disagree,Strongly agree,Disagree,Agree,Not afraid,afraid,Very afraid,Very much afraid,Very much afraid,Not afraid
18.0,female,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Disagree,Not afraid,Not afraid,Very much afraid,Not afraid,afraid,Very much afraid
19.0,female,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Neutral,afraid,Not afraid,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid
21.0,female,Agree,Strongly disagree,Disagree,Strongly disagree,Neutral,Disagree,Neutral,Agree,Disagree,Very much afraid,Very afraid,afraid,Very afraid,Very much afraid,Very afraid
21.0,male,Neutral,Disagree,Disagree,Strongly agree,Agree,Disagree,Agree,Neutral,Neutral,Slightly afraid,afraid,Slightly afraid,afraid,Very much afraid,Slightly afraid
